algorithm, network, bbdd, thread, interleaving, seed, SHD, LL Score, BDeu Score, dfMM, dfMM plus, Total iterations, Total time(s)
phc,res/networks/win95pts,win95pts.xbif50001_,6,5,11,128,-0.2329670826371407,-50110.78741874288,3.973684210526316,122.0,180.0,9,6
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,6,5,13,110,-0.22351585900756618,-49770.862675310455,3.3157894736842106,82.0,170.0,10,2
pges,res/networks/win95pts,win95pts.xbif50001_,6,5,13,109,-0.22671660780434752,-49594.04514306215,3.236842105263158,90.0,156.0,12,4
phc,res/networks/win95pts,win95pts.xbif50001_,6,5,13,140,-0.22377327321033536,-50156.76242911759,4.421052631578948,148.0,188.0,10,4
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,6,5,17,88,-0.2289799478338618,-49353.37870253134,2.6315789473684212,50.0,150.0,9,7
pges,res/networks/win95pts,win95pts.xbif50001_,6,5,17,120,-0.22111376642922745,-49819.739243985816,3.6578947368421053,112.0,166.0,13,8
phc,res/networks/win95pts,win95pts.xbif50001_,6,5,17,128,-0.21690498555897553,-50140.21630283617,3.8947368421052633,118.0,178.0,9,4
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,6,5,19,106,-0.2315146178747225,-49479.790584938746,3.1315789473684212,84.0,154.0,10,8
pges,res/networks/win95pts,win95pts.xbif50001_,6,5,19,116,-0.22341603171471713,-49820.595825156975,3.5,76.0,190.0,11,9
phc,res/networks/win95pts,win95pts.xbif50001_,6,5,19,111,-0.2210740553621401,-49694.66375883374,3.263157894736842,78.0,170.0,10,2
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,6,5,23,138,-0.22444727482154167,-50197.09768211094,4.157894736842105,132.0,184.0,9,20
pges,res/networks/win95pts,win95pts.xbif50001_,6,5,23,101,-0.23275664892040326,-49664.823159619074,2.973684210526316,70.0,156.0,11,9
phc,res/networks/win95pts,win95pts.xbif50001_,6,5,23,129,-0.2353148685526549,-49789.79113988358,3.8157894736842106,114.0,176.0,9,2
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,6,5,29,122,-0.20893212538667416,-49631.900348160954,3.736842105263158,116.0,168.0,9,2
pges,res/networks/win95pts,win95pts.xbif50001_,6,5,29,101,-0.20353283008729198,-49503.04017436871,2.9210526315789473,62.0,160.0,10,4
