algorithm,network,bbdd,threads,pges_threads,interleaving,seed,SHD,loglike,bdeu,deltaMB,deltaMB+,deltaMB-,iterations,time(s)
pges-jc,link,link.xbif50008_,16,16,10,-1,956,-0.4846286403842701,-1147557.906120249,2014.0,734.0,1280.0,15,705.377
pges-jc,link,link.xbif50008_,16,16,15,-1,934,-0.48556062457524035,-1140385.949272021,1928.0,660.0,1268.0,12,651.847
pges-jc,link,link.xbif50008_,16,16,5,-1,948,-0.48716551391391877,-1147746.35865901,1972.0,728.0,1244.0,27,1192.415
pges-jc,link,link.xbif50008_,2,2,10,-1,1032,-0.48601746020382,-1153965.232116214,2256.0,918.0,1338.0,58,2364.875
pges-jc,link,link.xbif50008_,2,2,15,-1,996,-0.4871516909366885,-1151321.5612418489,2056.0,712.0,1344.0,38,2096.348
pges-jc,link,link.xbif50008_,2,2,5,-1,1040,-0.4884498072516499,-1157350.390473936,2244.0,720.0,1524.0,100,2400.635
pges-jc,link,link.xbif50008_,4,4,10,-1,992,-0.4871914980598348,-1151250.7369031524,2054.0,712.0,1342.0,40,1565.523
pges-jc,link,link.xbif50008_,4,4,15,-1,992,-0.490852932570404,-1151237.325282886,2054.0,712.0,1342.0,29,1185.382
pges-jc,link,link.xbif50008_,4,4,5,-1,1020,-0.49046808507001255,-1159437.740241904,2116.0,750.0,1366.0,100,2781.812
pges-jc,link,link.xbif50008_,8,8,10,-1,1020,-0.48304541711137494,-1162365.9280421578,2156.0,802.0,1354.0,22,588.435
pges-jc,link,link.xbif50008_,8,8,15,-1,1011,-0.483520085441768,-1158505.1064474685,2114.0,752.0,1362.0,16,474.768
pges-jc,link,link.xbif50008_,8,8,5,-1,1012,-0.48547593445660253,-1162261.552384392,2118.0,772.0,1346.0,43,920.757
pges-jc,link,link.xbif50009_,16,16,10,-1,894,-0.48187509203513856,-1126576.7959392215,1820.0,654.0,1166.0,20,983.681
pges-jc,link,link.xbif50009_,16,16,15,-1,893,-0.4892413939729211,-1133502.0878297368,1832.0,646.0,1186.0,100,8245.239
pges-jc,link,link.xbif50009_,16,16,5,-1,852,-0.4892975430382039,-1133502.939657318,1730.0,654.0,1076.0,100,7439.258
pges-jc,link,link.xbif50009_,2,2,10,-1,950,-0.4869841851291214,-1137115.566166933,1926.0,622.0,1304.0,55,1351.002
pges-jc,link,link.xbif50009_,2,2,15,-1,950,-0.4869841851291214,-1137115.566166933,1926.0,622.0,1304.0,38,1350.25
pges-jc,link,link.xbif50009_,2,2,5,-1,940,-0.48982956941877676,-1137810.5282031111,1906.0,528.0,1378.0,100,1537.715
pges-jc,link,link.xbif50009_,4,4,10,-1,938,-0.4901076003038171,-1144420.9771685891,1922.0,674.0,1248.0,36,1022.645
pges-jc,link,link.xbif50009_,4,4,15,-1,951,-0.4886657545763942,-1142919.498870166,1954.0,676.0,1278.0,26,1044.009
pges-jc,link,link.xbif50009_,4,4,5,-1,905,-0.4874303994330327,-1133403.8340876703,1836.0,612.0,1224.0,66,1381.717
pges-jc,link,link.xbif50009_,8,8,10,-1,937,-0.4877592294836357,-1137331.2718640026,1916.0,694.0,1222.0,27,854.97
pges-jc,link,link.xbif50009_,8,8,15,-1,940,-0.4864823110243054,-1137396.727387932,1928.0,692.0,1236.0,19,656.663
pges-jc,link,link.xbif50009_,8,8,5,-1,914,-0.4904680295889415,-1137366.1943965137,1874.0,690.0,1184.0,43,1102.909
pges-jc,link,link.xbif_,16,16,10,-1,865,-0.4838400749424673,-1121984.4862855219,1760.0,532.0,1228.0,100,7915.978
pges-jc,link,link.xbif_,16,16,15,-1,896,-0.4830123209520451,-1125563.5270355055,1818.0,554.0,1264.0,100,8194.179
pges-jc,link,link.xbif_,16,16,5,-1,849,-0.4835502153398189,-1125412.2178885043,1726.0,552.0,1174.0,100,7568.406
pges-jc,link,link.xbif_,2,2,10,-1,917,-0.4867593016022856,-1129128.5746720117,1860.0,576.0,1284.0,100,3645.536
pges-jc,link,link.xbif_,2,2,15,-1,917,-0.4839783558758845,-1129128.5746720117,1860.0,576.0,1284.0,100,3766.712
pges-jc,link,link.xbif_,2,2,5,-1,943,-0.48979415727158904,-1151037.9826381041,2040.0,500.0,1540.0,100,3068.589
pges-jc,link,link.xbif_,4,4,10,-1,919,-0.4845312876638582,-1129221.258396723,1860.0,576.0,1284.0,100,3729.803
pges-jc,link,link.xbif_,4,4,15,-1,918,-0.4826020188346309,-1129044.430933417,1860.0,576.0,1284.0,100,3154.848
pges-jc,link,link.xbif_,4,4,5,-1,970,-0.48456040418117047,-1141197.3932198721,2004.0,680.0,1324.0,100,2427.634
pges-jc,link,link.xbif_,8,8,10,-1,836,-0.4855684604883745,-1114733.1413755093,1692.0,504.0,1188.0,100,4396.076
pges-jc,link,link.xbif_,8,8,15,-1,771,-0.4857754140145347,-1096017.3258293048,1542.0,388.0,1154.0,100,4498.738
pges-jc,link,link.xbif_,8,8,5,-1,864,-0.48041197846026007,-1122809.9856676327,1822.0,644.0,1178.0,100,4364.128
pges-jc,mildew,mildew.xbif50001246_,16,16,10,-1,42,0.0,-235230.9987294709,90.0,4.0,86.0,100,13.216
pges-jc,mildew,mildew.xbif50001246_,16,16,15,-1,42,0.0,-235230.9987294709,90.0,4.0,86.0,100,13.459
pges-jc,mildew,mildew.xbif50001246_,16,16,5,-1,42,0.0,-235230.9987294709,90.0,4.0,86.0,100,13.377
pges-jc,mildew,mildew.xbif50001246_,2,2,10,-1,42,0.0,-235230.9987294709,90.0,4.0,86.0,100,16.772
pges-jc,mildew,mildew.xbif50001246_,2,2,15,-1,42,0.0,-235230.9987294709,90.0,4.0,86.0,100,32.084
pges-jc,mildew,mildew.xbif50001246_,2,2,5,-1,42,0.0,-235230.9987294709,90.0,4.0,86.0,100,12.508
pges-jc,mildew,mildew.xbif50001246_,4,4,10,-1,42,0.0,-235230.9987294709,90.0,4.0,86.0,100,8.808
pges-jc,mildew,mildew.xbif50001246_,4,4,15,-1,42,0.0,-235230.9987294709,90.0,4.0,86.0,100,9.679
pges-jc,mildew,mildew.xbif50001246_,4,4,5,-1,42,0.0,-235230.9987294709,90.0,4.0,86.0,100,8.925
pges-jc,mildew,mildew.xbif50001246_,8,8,10,-1,42,0.0,-235230.9987294709,90.0,4.0,86.0,100,25.607
pges-jc,mildew,mildew.xbif50001246_,8,8,15,-1,42,0.0,-235230.9987294709,90.0,4.0,86.0,100,33.123
pges-jc,mildew,mildew.xbif50001246_,8,8,5,-1,42,0.0,-235230.9987294709,90.0,4.0,86.0,100,10.533
pges-jc,mildew,mildew.xbif50001_,16,16,10,-1,40,-1.4355932425979692,-235627.88362581708,86.0,4.0,82.0,3,2.427
pges-jc,mildew,mildew.xbif50001_,16,16,15,-1,40,-1.4355932425979692,-235627.88362581708,86.0,4.0,82.0,2,2.042
pges-jc,mildew,mildew.xbif50001_,16,16,5,-1,40,-1.4618494657177064,-235627.88362581708,86.0,4.0,82.0,4,2.587
pges-jc,mildew,mildew.xbif50001_,2,2,10,-1,40,-1.3345207130316332,-235627.88362581708,86.0,4.0,82.0,4,8.033
pges-jc,mildew,mildew.xbif50001_,2,2,15,-1,40,-1.3344814207839473,-235627.88362581708,86.0,4.0,82.0,3,14.231
pges-jc,mildew,mildew.xbif50001_,2,2,5,-1,40,-1.3345207130316332,-235627.88362581708,86.0,4.0,82.0,7,8.465
pges-jc,mildew,mildew.xbif50001_,4,4,10,-1,40,-1.4401979986995075,-235627.88362581705,86.0,4.0,82.0,4,3.676
pges-jc,mildew,mildew.xbif50001_,4,4,15,-1,40,-1.3344814207839473,-235627.88362581708,86.0,4.0,82.0,3,3.229
pges-jc,mildew,mildew.xbif50001_,4,4,5,-1,40,-1.469292031193919,-235627.88362581708,86.0,4.0,82.0,6,3.395
pges-jc,mildew,mildew.xbif50001_,8,8,10,-1,40,-1.4355932425979692,-235627.88362581708,86.0,4.0,82.0,3,3.52
pges-jc,mildew,mildew.xbif50001_,8,8,15,-1,40,-1.3344814207839473,-235627.88362581708,86.0,4.0,82.0,3,3.897
pges-jc,mildew,mildew.xbif50001_,8,8,5,-1,40,-1.4618494657177064,-235627.88362581708,86.0,4.0,82.0,5,5.424
pges-jc,mildew,mildew.xbif50002_,16,16,10,-1,40,-1.4355932425979692,-235692.46720431722,86.0,4.0,82.0,3,2.259
pges-jc,mildew,mildew.xbif50002_,16,16,15,-1,40,-1.4355932425979692,-235692.46720431722,86.0,4.0,82.0,3,2.283
pges-jc,mildew,mildew.xbif50002_,16,16,5,-1,40,-1.3270388553077337,-235692.46720431722,86.0,4.0,82.0,4,2.306
pges-jc,mildew,mildew.xbif50002_,2,2,10,-1,40,-1.3345207130316332,-235692.46720431722,86.0,4.0,82.0,4,13.241
pges-jc,mildew,mildew.xbif50002_,2,2,15,-1,40,-1.3344814207839473,-235692.46720431722,86.0,4.0,82.0,3,28.187
pges-jc,mildew,mildew.xbif50002_,2,2,5,-1,40,-1.3345207130316332,-235692.46720431722,86.0,4.0,82.0,7,13.213
pges-jc,mildew,mildew.xbif50002_,4,4,10,-1,40,-1.4355932425979692,-235692.46720431722,86.0,4.0,82.0,4,5.92
pges-jc,mildew,mildew.xbif50002_,4,4,15,-1,40,-1.3344814207839473,-235692.46720431722,86.0,4.0,82.0,3,2.167
pges-jc,mildew,mildew.xbif50002_,4,4,5,-1,40,-1.3345207130316332,-235692.46720431722,86.0,4.0,82.0,6,6.541
pges-jc,mildew,mildew.xbif50002_,8,8,10,-1,40,-1.3344814207839473,-235692.46720431722,86.0,4.0,82.0,3,4.412
pges-jc,mildew,mildew.xbif50002_,8,8,15,-1,40,-1.3343183341752027,-235692.46720431722,86.0,4.0,82.0,3,5.196
pges-jc,mildew,mildew.xbif50002_,8,8,5,-1,40,-1.3344814207839482,-235692.46720431722,86.0,4.0,82.0,5,5.062
pges-jc,mildew,mildew.xbif50003_,16,16,10,-1,46,-1.554649810935381,-235128.2499995024,98.0,8.0,90.0,3,1.848
pges-jc,mildew,mildew.xbif50003_,16,16,15,-1,46,-1.453537989121362,-235128.2499995024,98.0,8.0,90.0,3,1.909
pges-jc,mildew,mildew.xbif50003_,16,16,5,-1,46,-1.5518120015607044,-235128.2499995024,98.0,8.0,90.0,4,2.034
pges-jc,mildew,mildew.xbif50003_,2,2,10,-1,42,-0.9793684949356244,-234911.8693180851,90.0,4.0,86.0,5,24.419
pges-jc,mildew,mildew.xbif50003_,2,2,15,-1,42,-1.38171867920427,-234911.8693180851,90.0,4.0,86.0,3,17.676
pges-jc,mildew,mildew.xbif50003_,2,2,5,-1,42,-1.5165292896142393,-234911.8693180851,90.0,4.0,86.0,7,22.302
pges-jc,mildew,mildew.xbif50003_,4,4,10,-1,42,-1.4828305010182896,-234911.8693180851,90.0,4.0,86.0,4,4.954
pges-jc,mildew,mildew.xbif50003_,4,4,15,-1,42,-1.38171867920427,-234911.8693180851,90.0,4.0,86.0,3,3.168
pges-jc,mildew,mildew.xbif50003_,4,4,5,-1,42,-1.5165292896142393,-234911.8693180851,90.0,4.0,86.0,6,7.143
pges-jc,mildew,mildew.xbif50003_,8,8,10,-1,42,-1.4828305010182896,-234911.8693180851,90.0,4.0,86.0,3,6.307
pges-jc,mildew,mildew.xbif50003_,8,8,15,-1,42,-1.38171867920427,-234911.8693180851,90.0,4.0,86.0,3,4.105
pges-jc,mildew,mildew.xbif50003_,8,8,5,-1,42,-1.5165292896142393,-234911.8693180851,90.0,4.0,86.0,5,5.263
pges-jc,mildew,mildew.xbif50004_,16,16,10,-1,42,0.0,-235199.4365205455,90.0,4.0,86.0,3,1.961
pges-jc,mildew,mildew.xbif50004_,16,16,15,-1,42,0.0,-235199.4365205455,90.0,4.0,86.0,3,2.015
pges-jc,mildew,mildew.xbif50004_,16,16,5,-1,42,-1.1904167555970175,-235199.4365205455,90.0,4.0,86.0,5,2.281
pges-jc,mildew,mildew.xbif50004_,2,2,10,-1,42,-0.9793684949356244,-235199.4365205455,90.0,4.0,86.0,5,22.013
pges-jc,mildew,mildew.xbif50004_,2,2,15,-1,42,0.0,-235199.4365205455,90.0,4.0,86.0,3,11.592
pges-jc,mildew,mildew.xbif50004_,2,2,5,-1,42,-0.9793684949356244,-235199.4365205455,90.0,4.0,86.0,8,20.624
pges-jc,mildew,mildew.xbif50004_,4,4,10,-1,42,0.0,-235199.4365205455,90.0,4.0,86.0,4,2.578
pges-jc,mildew,mildew.xbif50004_,4,4,15,-1,42,0.0,-235199.4365205455,90.0,4.0,86.0,3,2.307
pges-jc,mildew,mildew.xbif50004_,4,4,5,-1,42,-0.9793684949356244,-235199.4365205455,90.0,4.0,86.0,7,8.419
pges-jc,mildew,mildew.xbif50004_,8,8,10,-1,42,0.0,-235199.4365205455,90.0,4.0,86.0,3,4.194
pges-jc,mildew,mildew.xbif50004_,8,8,15,-1,42,0.0,-235199.4365205455,90.0,4.0,86.0,3,3.516
pges-jc,mildew,mildew.xbif50004_,8,8,5,-1,42,-1.1904167555970175,-235199.4365205455,90.0,4.0,86.0,5,6.413
pges-jc,mildew,mildew.xbif50005_,16,16,10,-1,42,0.0,-235579.36748528425,90.0,4.0,86.0,3,2.213
pges-jc,mildew,mildew.xbif50005_,16,16,15,-1,42,0.0,-235579.36748528425,90.0,4.0,86.0,3,2.522
pges-jc,mildew,mildew.xbif50005_,16,16,5,-1,42,0.0,-235579.36748528425,90.0,4.0,86.0,5,2.327
pges-jc,mildew,mildew.xbif50005_,2,2,10,-1,42,0.0,-235579.36748528425,90.0,4.0,86.0,4,14.395
pges-jc,mildew,mildew.xbif50005_,2,2,15,-1,42,0.0,-235579.36748528425,90.0,4.0,86.0,3,29.834
pges-jc,mildew,mildew.xbif50005_,2,2,5,-1,42,0.0,-235579.36748528425,90.0,4.0,86.0,8,17.18
pges-jc,mildew,mildew.xbif50005_,4,4,10,-1,42,0.0,-235579.36748528425,90.0,4.0,86.0,4,2.778
pges-jc,mildew,mildew.xbif50005_,4,4,15,-1,42,0.0,-235579.36748528425,90.0,4.0,86.0,3,2.631
pges-jc,mildew,mildew.xbif50005_,4,4,5,-1,42,0.0,-235579.36748528425,90.0,4.0,86.0,6,3.01
pges-jc,mildew,mildew.xbif50005_,8,8,10,-1,42,0.0,-235579.36748528425,90.0,4.0,86.0,3,3.913
pges-jc,mildew,mildew.xbif50005_,8,8,15,-1,42,0.0,-235579.36748528425,90.0,4.0,86.0,3,5.318
pges-jc,mildew,mildew.xbif50005_,8,8,5,-1,42,0.0,-235579.36748528425,90.0,4.0,86.0,5,6.303
pges-jc,mildew,mildew.xbif50006_,16,16,10,-1,44,0.0,-235749.84411550776,94.0,8.0,86.0,100,12.384
pges-jc,mildew,mildew.xbif50006_,16,16,15,-1,44,0.0,-235749.84411550776,94.0,8.0,86.0,100,12.258
pges-jc,mildew,mildew.xbif50006_,16,16,5,-1,44,0.0,-235749.84411550776,94.0,8.0,86.0,100,12.622
pges-jc,mildew,mildew.xbif50006_,2,2,10,-1,40,0.0,-235230.0013809624,86.0,4.0,82.0,4,6.682
pges-jc,mildew,mildew.xbif50006_,2,2,15,-1,40,0.0,-235230.0013809624,86.0,4.0,82.0,3,15.125
pges-jc,mildew,mildew.xbif50006_,2,2,5,-1,40,0.0,-235230.0013809624,86.0,4.0,82.0,7,9.914
pges-jc,mildew,mildew.xbif50006_,4,4,10,-1,40,0.0,-235230.0013809624,86.0,4.0,82.0,4,2.157
pges-jc,mildew,mildew.xbif50006_,4,4,15,-1,40,0.0,-235230.0013809624,86.0,4.0,82.0,3,2.615
pges-jc,mildew,mildew.xbif50006_,4,4,5,-1,40,0.0,-235230.0013809624,86.0,4.0,82.0,6,2.564
pges-jc,mildew,mildew.xbif50006_,8,8,10,-1,40,0.0,-235230.0013809624,86.0,4.0,82.0,3,5.481
pges-jc,mildew,mildew.xbif50006_,8,8,15,-1,40,0.0,-235230.0013809624,86.0,4.0,82.0,3,2.214
pges-jc,mildew,mildew.xbif50006_,8,8,5,-1,40,0.0,-235230.0013809624,86.0,4.0,82.0,5,5.374
pges-jc,mildew,mildew.xbif50007_,16,16,10,-1,40,0.0,-235670.40051501922,86.0,4.0,82.0,3,2.174
pges-jc,mildew,mildew.xbif50007_,16,16,15,-1,40,0.0,-235670.40051501922,86.0,4.0,82.0,2,2.096
pges-jc,mildew,mildew.xbif50007_,16,16,5,-1,40,0.0,-235670.40051501922,86.0,4.0,82.0,4,2.264
pges-jc,mildew,mildew.xbif50007_,2,2,10,-1,40,0.0,-235670.40051501922,86.0,4.0,82.0,4,5.601
pges-jc,mildew,mildew.xbif50007_,2,2,15,-1,40,0.0,-235670.40051501922,86.0,4.0,82.0,3,7.364
pges-jc,mildew,mildew.xbif50007_,2,2,5,-1,40,0.0,-235670.40051501922,86.0,4.0,82.0,7,6.781
pges-jc,mildew,mildew.xbif50007_,4,4,10,-1,40,0.0,-235670.40051501922,86.0,4.0,82.0,4,2.445
pges-jc,mildew,mildew.xbif50007_,4,4,15,-1,40,0.0,-235670.40051501922,86.0,4.0,82.0,3,2.544
pges-jc,mildew,mildew.xbif50007_,4,4,5,-1,40,0.0,-235670.40051501922,86.0,4.0,82.0,6,2.946
pges-jc,mildew,mildew.xbif50007_,8,8,10,-1,40,0.0,-235670.40051501922,86.0,4.0,82.0,3,2.091
pges-jc,mildew,mildew.xbif50007_,8,8,15,-1,40,0.0,-235670.40051501922,86.0,4.0,82.0,3,2.1
pges-jc,mildew,mildew.xbif50007_,8,8,5,-1,40,0.0,-235670.40051501922,86.0,4.0,82.0,4,3.948
pges-jc,mildew,mildew.xbif50008_,16,16,10,-1,42,0.0,-235603.42503683758,90.0,4.0,86.0,3,2.156
pges-jc,mildew,mildew.xbif50008_,16,16,15,-1,42,0.0,-235603.42503683758,90.0,4.0,86.0,2,2.035
pges-jc,mildew,mildew.xbif50008_,16,16,5,-1,42,0.0,-235603.42503683758,90.0,4.0,86.0,4,2.257
pges-jc,mildew,mildew.xbif50008_,2,2,10,-1,42,0.0,-235603.42503683758,90.0,4.0,86.0,5,8.422
pges-jc,mildew,mildew.xbif50008_,2,2,15,-1,42,0.0,-235603.42503683758,90.0,4.0,86.0,3,5.85
pges-jc,mildew,mildew.xbif50008_,2,2,5,-1,42,0.0,-235603.42503683758,90.0,4.0,86.0,8,6.049
pges-jc,mildew,mildew.xbif50008_,4,4,10,-1,42,0.0,-235603.42503683758,90.0,4.0,86.0,4,2.568
pges-jc,mildew,mildew.xbif50008_,4,4,15,-1,42,0.0,-235603.42503683758,90.0,4.0,86.0,3,2.48
pges-jc,mildew,mildew.xbif50008_,4,4,5,-1,42,0.0,-235603.42503683758,90.0,4.0,86.0,7,2.611
pges-jc,mildew,mildew.xbif50008_,8,8,10,-1,42,0.0,-235603.42503683758,90.0,4.0,86.0,3,5.569
pges-jc,mildew,mildew.xbif50008_,8,8,15,-1,42,0.0,-235603.42503683758,90.0,4.0,86.0,3,2.136
pges-jc,mildew,mildew.xbif50008_,8,8,5,-1,42,0.0,-235603.42503683758,90.0,4.0,86.0,4,4.107
pges-jc,mildew,mildew.xbif50009_,16,16,10,-1,42,0.0,-235747.6400921168,90.0,4.0,86.0,3,2.545
pges-jc,mildew,mildew.xbif50009_,16,16,15,-1,42,0.0,-235747.6400921168,90.0,4.0,86.0,3,2.216
pges-jc,mildew,mildew.xbif50009_,16,16,5,-1,42,-1.1904167555970175,-235747.6400921168,90.0,4.0,86.0,5,2.46
pges-jc,mildew,mildew.xbif50009_,2,2,10,-1,42,-0.9793684949356244,-235747.6400921168,90.0,4.0,86.0,5,5.818
pges-jc,mildew,mildew.xbif50009_,2,2,15,-1,42,0.0,-235747.6400921168,90.0,4.0,86.0,3,6.023
pges-jc,mildew,mildew.xbif50009_,2,2,5,-1,42,-0.9793684949356244,-235747.6400921168,90.0,4.0,86.0,8,28.404
pges-jc,mildew,mildew.xbif50009_,4,4,10,-1,42,0.0,-235747.6400921168,90.0,4.0,86.0,4,2.154
pges-jc,mildew,mildew.xbif50009_,4,4,15,-1,42,0.0,-235747.6400921168,90.0,4.0,86.0,3,2.33
pges-jc,mildew,mildew.xbif50009_,4,4,5,-1,42,0.0,-235747.6400921168,90.0,4.0,86.0,5,2.563
pges-jc,mildew,mildew.xbif50009_,8,8,10,-1,42,0.0,-235747.6400921168,90.0,4.0,86.0,3,2.016
pges-jc,mildew,mildew.xbif50009_,8,8,15,-1,42,0.0,-235747.6400921168,90.0,4.0,86.0,3,7.994
pges-jc,mildew,mildew.xbif50009_,8,8,5,-1,42,-1.1904167555970175,-235747.6400921168,90.0,4.0,86.0,6,4.496
pges-jc,mildew,mildew.xbif_,16,16,10,-1,42,-1.4828305010182896,-234851.79447482858,90.0,4.0,86.0,3,2.266
pges-jc,mildew,mildew.xbif_,16,16,15,-1,42,-1.4828305010182896,-234851.79447482858,90.0,4.0,86.0,3,2.273
pges-jc,mildew,mildew.xbif_,16,16,5,-1,42,-1.5090867241380264,-234851.79447482858,90.0,4.0,86.0,4,2.312
pges-jc,mildew,mildew.xbif_,2,2,10,-1,42,-1.3817579714519561,-234851.79447482858,90.0,4.0,86.0,4,8.258
pges-jc,mildew,mildew.xbif_,2,2,15,-1,42,-1.38171867920427,-234851.79447482858,90.0,4.0,86.0,3,8.086
pges-jc,mildew,mildew.xbif_,2,2,5,-1,42,-1.3817579714519561,-234851.79447482858,90.0,4.0,86.0,7,18.291
pges-jc,mildew,mildew.xbif_,4,4,10,-1,42,-1.5165292896142393,-234851.79447482858,90.0,4.0,86.0,4,4.964
pges-jc,mildew,mildew.xbif_,4,4,15,-1,42,-1.38171867920427,-234851.79447482858,90.0,4.0,86.0,3,2.561
pges-jc,mildew,mildew.xbif_,4,4,5,-1,42,-1.3817579714519561,-234851.79447482858,90.0,4.0,86.0,6,6.74
pges-jc,mildew,mildew.xbif_,8,8,10,-1,42,-1.4828305010182896,-234851.79447482858,90.0,4.0,86.0,3,5.506
pges-jc,mildew,mildew.xbif_,8,8,15,-1,42,-1.38171867920427,-234851.79447482858,90.0,4.0,86.0,3,4.946
pges-jc,mildew,mildew.xbif_,8,8,5,-1,42,-1.3817186792042708,-234851.79447482858,90.0,4.0,86.0,5,5.448
pges-jc,munin,munin.xbif50001246_,16,16,10,-1,1407,0.0,-932099.9173620165,3030.0,924.0,2106.0,34,3312.847
pges-jc,munin,munin.xbif50001246_,16,16,15,-1,1450,0.0,-933158.8897723979,3134.0,992.0,2142.0,20,2102.777
pges-jc,munin,munin.xbif50001246_,16,16,5,-1,1468,0.0,-932783.5546077011,3262.0,1012.0,2250.0,100,8514.893
pges-jc,munin,munin.xbif50001246_,2,2,10,-1,1382,0.0,-931562.3747566792,3034.0,868.0,2166.0,80,19045.309
pges-jc,munin,munin.xbif50001246_,2,2,15,-1,1382,0.0,-931574.6754699224,3034.0,862.0,2172.0,54,18678.847
pges-jc,munin,munin.xbif50001246_,2,2,5,-1,1404,0.0,-956767.6073159707,3242.0,326.0,2916.0,100,17529.883
pges-jc,munin,munin.xbif50001246_,4,4,10,-1,1379,0.0,-931263.4173459986,3038.0,862.0,2176.0,65,19046.163
pges-jc,munin,munin.xbif50001246_,4,4,15,-1,1375,0.0,-931306.1231381998,3032.0,854.0,2178.0,44,18525.866
pges-jc,munin,munin.xbif50001246_,4,4,5,-1,1348,0.0,-937049.1150280712,2916.0,542.0,2374.0,100,18770.049
pges-jc,munin,munin.xbif50001246_,8,8,10,-1,1418,0.0,-931638.9385835521,3068.0,942.0,2126.0,37,3754.716
pges-jc,munin,munin.xbif50001246_,8,8,15,-1,1397,0.0,-931701.7445599097,3034.0,920.0,2114.0,30,3934.43
pges-jc,munin,munin.xbif50001246_,8,8,5,-1,1405,0.0,-932001.7446022987,3098.0,904.0,2194.0,62,4380.072
pges-jc,munin,munin.xbif50001_,16,16,10,-1,1517,0.0,-935421.2845860496,3346.0,1074.0,2272.0,100,9956.98
pges-jc,munin,munin.xbif50001_,16,16,15,-1,1501,0.0,-934824.5498392411,3154.0,1048.0,2106.0,100,11722.576
pges-jc,munin,munin.xbif50001_,16,16,5,-1,1516,0.0,-934707.4593541768,3260.0,1074.0,2186.0,100,8506.155
pges-jc,munin,munin.xbif50001_,2,2,10,-1,1463,0.0,-933843.3778584561,3274.0,1000.0,2274.0,92,29588.637
pges-jc,munin,munin.xbif50001_,2,2,15,-1,1435,0.0,-933808.5595807987,3156.0,938.0,2218.0,100,30679.964
pges-jc,munin,munin.xbif50001_,2,2,5,-1,1484,0.0,-988651.7368623596,3408.0,252.0,3156.0,100,22373.31
pges-jc,munin,munin.xbif50001_,4,4,10,-1,1434,0.0,-933625.9545091259,3128.0,926.0,2202.0,100,14189.299
pges-jc,munin,munin.xbif50001_,4,4,15,-1,1436,0.0,-933629.0213557235,3060.0,942.0,2118.0,100,18464.301
pges-jc,munin,munin.xbif50001_,4,4,5,-1,1409,0.0,-939272.2019021088,3128.0,608.0,2520.0,100,12772.591
pges-jc,munin,munin.xbif50001_,8,8,10,-1,1480,0.0,-935038.2105152266,3276.0,1000.0,2276.0,100,13148.61
pges-jc,munin,munin.xbif50001_,8,8,15,-1,1463,0.0,-934739.637150191,3114.0,990.0,2124.0,100,12311.722
pges-jc,munin,munin.xbif50001_,8,8,5,-1,1507,0.0,-934522.9025041806,3362.0,1040.0,2322.0,100,12392.834
pges-jc,munin,munin.xbif50002_,16,16,10,-1,1474,0.0,-933451.7906495612,3208.0,982.0,2226.0,100,11109.794
pges-jc,munin,munin.xbif50002_,16,16,15,-1,1512,0.0,-933698.2088233103,3322.0,1060.0,2262.0,100,11645.951
pges-jc,munin,munin.xbif50002_,16,16,5,-1,1466,0.0,-932780.5409131091,3158.0,990.0,2168.0,100,9645.034
pges-jc,munin,munin.xbif50002_,2,2,10,-1,1453,0.0,-932537.3627655025,3168.0,954.0,2214.0,100,19098.663
pges-jc,munin,munin.xbif50002_,2,2,15,-1,1457,0.0,-932543.6212570003,3174.0,958.0,2216.0,100,18187.783
pges-jc,munin,munin.xbif50002_,2,2,5,-1,1417,0.0,-952478.1604472154,3274.0,366.0,2908.0,100,17500.176
pges-jc,munin,munin.xbif50002_,4,4,10,-1,1454,0.0,-932562.101413712,3176.0,970.0,2206.0,100,18403.031
pges-jc,munin,munin.xbif50002_,4,4,15,-1,1461,0.0,-932349.3062997472,3194.0,972.0,2222.0,100,13695.701
pges-jc,munin,munin.xbif50002_,4,4,5,-1,1388,0.0,-938486.7023794341,3060.0,562.0,2498.0,100,18401.444
pges-jc,munin,munin.xbif50002_,8,8,10,-1,1436,0.0,-932456.2010339313,3158.0,948.0,2210.0,100,9158.16
pges-jc,munin,munin.xbif50002_,8,8,15,-1,1486,0.0,-932998.368584294,3288.0,1014.0,2274.0,100,8300.987
pges-jc,munin,munin.xbif50002_,8,8,5,-1,1460,0.0,-932480.7510952068,3210.0,970.0,2240.0,100,11505.967
pges-jc,munin,munin.xbif50003_,16,16,10,-1,1482,0.0,-935411.714796443,3220.0,1038.0,2182.0,27,2690.85
pges-jc,munin,munin.xbif50003_,16,16,15,-1,1462,0.0,-936648.4059862766,3118.0,1004.0,2114.0,22,2647.813
pges-jc,munin,munin.xbif50003_,16,16,5,-1,1468,0.0,-935593.7013124473,3122.0,1004.0,2118.0,44,3126.955
pges-jc,munin,munin.xbif50003_,2,2,10,-1,1429,0.0,-935013.74521686,3086.0,926.0,2160.0,80,17768.068
pges-jc,munin,munin.xbif50003_,2,2,15,-1,1433,0.0,-934984.8712318486,3088.0,926.0,2162.0,53,18148.76
pges-jc,munin,munin.xbif50003_,2,2,5,-1,1452,0.0,-960135.47000052,3276.0,366.0,2910.0,100,16961.321
pges-jc,munin,munin.xbif50003_,4,4,10,-1,1401,0.0,-934848.9328943843,2972.0,890.0,2082.0,64,14242.689
