algorithm, network, bbdd, threads, interleaving, seed, SHD, LL Score, BDeu Score, dfMM, dfMM plus, dfMM minus, Total iterations, Total time(s)
pges-jc,andes,andes.xbif50005_,4,4,5,-1,193,-0.5449776793346957,-473168.89457341336,412.0,42.0,370.0,22,19.927
pges-jc,andes,andes.xbif50005_,8,8,10,-1,158,-0.5449641537891781,-471853.9940595422,342.0,22.0,320.0,10,15.611
pges-jc,andes,andes.xbif50005_,8,8,15,-1,146,-0.5455601083070875,-471599.21390420554,316.0,0.0,316.0,8,12.653
pges-jc,andes,andes.xbif50005_,8,8,5,-1,188,-0.5466468665003026,-473097.2169886159,408.0,52.0,356.0,14,17.195
pges-jc,andes,andes.xbif50006_,16,16,10,-1,158,-0.5455510046869142,-471252.33522906114,340.0,18.0,322.0,7,12.577
pges-jc,andes,andes.xbif50006_,16,16,15,-1,165,-0.543730758478124,-471891.0279207094,360.0,50.0,310.0,8,17.046
pges-jc,andes,andes.xbif50006_,16,16,5,-1,166,-0.5449696864072537,-471253.5370818865,356.0,24.0,332.0,10,15.719
pges-jc,andes,andes.xbif50006_,2,2,10,-1,183,-0.5439248960006557,-471729.21011461515,392.0,52.0,340.0,21,43.358
pges-jc,andes,andes.xbif50006_,2,2,15,-1,166,-0.5466402020462153,-471444.99493973725,354.0,30.0,324.0,15,43.179
pges-jc,andes,andes.xbif50006_,2,2,5,-1,238,-0.5407006868343848,-474264.03920727666,520.0,104.0,416.0,39,49.886
pges-jc,andes,andes.xbif50006_,4,4,10,-1,166,-0.544962662689328,-471263.06525368296,356.0,30.0,326.0,13,19.76
pges-jc,andes,andes.xbif50006_,4,4,15,-1,166,-0.5422717650290217,-471214.06926881423,356.0,26.0,330.0,10,20.971
pges-jc,andes,andes.xbif50006_,4,4,5,-1,186,-0.5439395465931329,-471867.3027269024,394.0,44.0,350.0,23,23.952
pges-jc,andes,andes.xbif50006_,8,8,10,-1,183,-0.5422021535156278,-472086.4121739758,392.0,50.0,342.0,10,13.772
pges-jc,andes,andes.xbif50006_,8,8,15,-1,155,-0.5393754569472288,-471344.0847314671,332.0,18.0,314.0,9,13.397
pges-jc,andes,andes.xbif50006_,8,8,5,-1,169,-0.544964617476353,-471590.32595303544,362.0,32.0,330.0,15,16.219
pges-jc,andes,andes.xbif50007_,16,16,10,-1,167,-0.5469929348437534,-471678.34599923185,358.0,14.0,344.0,8,16.397
pges-jc,andes,andes.xbif50007_,16,16,15,-1,166,-0.5469866208124637,-471880.05111725646,356.0,22.0,334.0,7,14.558
pges-jc,andes,andes.xbif50007_,16,16,5,-1,191,-0.5455641376133896,-472419.0372954087,408.0,34.0,374.0,11,17.83
pges-jc,andes,andes.xbif50007_,2,2,10,-1,201,-0.5443588985482896,-473375.04041716916,434.0,72.0,362.0,19,38.442
pges-jc,andes,andes.xbif50007_,2,2,15,-1,195,-0.5450103784493364,-472304.2327640411,424.0,48.0,376.0,14,35.336
pges-jc,andes,andes.xbif50007_,2,2,5,-1,261,-0.5465529281500933,-475294.24150673917,552.0,162.0,390.0,38,45.941
pges-jc,andes,andes.xbif50007_,4,4,10,-1,190,-0.5449642884577914,-472486.79745212506,406.0,42.0,364.0,14,21.551
pges-jc,andes,andes.xbif50007_,4,4,15,-1,185,-0.5437007110125136,-472350.9864538159,396.0,34.0,362.0,11,18.272
pges-jc,andes,andes.xbif50007_,4,4,5,-1,212,-0.5422749913261764,-473039.75089545775,448.0,62.0,386.0,23,26.026
pges-jc,andes,andes.xbif50007_,8,8,10,-1,178,-0.5469513576857064,-472610.44257927063,382.0,14.0,368.0,10,14.555
pges-jc,andes,andes.xbif50007_,8,8,15,-1,170,-0.5442964342530487,-471659.9067103933,364.0,24.0,340.0,9,13.647
pges-jc,andes,andes.xbif50007_,8,8,5,-1,228,-0.543922592408855,-473749.1089591861,492.0,100.0,392.0,17,17.441
pges-jc,andes,andes.xbif50008_,16,16,10,-1,183,-0.5463743912773755,-473173.5529110728,394.0,42.0,352.0,7,13.481
pges-jc,andes,andes.xbif50008_,16,16,15,-1,164,-0.5432301791447415,-472386.9672063861,354.0,10.0,344.0,6,12.891
pges-jc,andes,andes.xbif50008_,16,16,5,-1,191,-0.5452678890451352,-473843.1281488805,408.0,26.0,382.0,10,15.986
pges-jc,andes,andes.xbif50008_,2,2,10,-1,189,-0.5450273420998875,-473790.09263348323,414.0,44.0,370.0,20,40.844
pges-jc,andes,andes.xbif50008_,2,2,15,-1,199,-0.5449525565613959,-474209.1354794549,424.0,56.0,368.0,15,38.026
pges-jc,andes,andes.xbif50008_,2,2,5,-1,234,-0.5465994719131171,-474315.8972526992,506.0,110.0,396.0,37,47.34
pges-jc,andes,andes.xbif50008_,4,4,10,-1,186,-0.5449671998278274,-473308.75393105013,400.0,40.0,360.0,13,21.954
pges-jc,andes,andes.xbif50008_,4,4,15,-1,177,-0.5449741931976896,-473245.5342143673,380.0,32.0,348.0,11,21.338
pges-jc,andes,andes.xbif50008_,4,4,5,-1,235,-0.5443154604394819,-474458.88756635744,500.0,84.0,416.0,22,22.365
pges-jc,andes,andes.xbif50008_,8,8,10,-1,169,-0.5464143522237317,-472908.47443063743,364.0,8.0,356.0,8,11.585
pges-jc,andes,andes.xbif50008_,8,8,15,-1,194,-0.5463913125349865,-473407.7236869991,414.0,46.0,368.0,7,12.325
pges-jc,andes,andes.xbif50008_,8,8,5,-1,205,-0.54474512196324,-473566.775266063,440.0,58.0,382.0,14,15.794
pges-jc,andes,andes.xbif50009_,16,16,10,-1,169,-0.5465885010946654,-472558.85862861923,362.0,30.0,332.0,9,17.742
pges-jc,andes,andes.xbif50009_,16,16,15,-1,159,-0.5434804459337482,-472797.92223833065,344.0,16.0,328.0,6,12.864
pges-jc,andes,andes.xbif50009_,16,16,5,-1,176,-0.5395556347531705,-472888.61557167384,380.0,14.0,366.0,11,20.462
pges-jc,andes,andes.xbif50009_,2,2,10,-1,226,-0.5448069799207045,-474535.9794773425,482.0,88.0,394.0,20,42.438
pges-jc,andes,andes.xbif50009_,2,2,15,-1,177,-0.5449756934366605,-472155.73066066107,384.0,30.0,354.0,14,40.928
pges-jc,andes,andes.xbif50009_,2,2,5,-1,196,-0.5449686329593767,-473874.8060477746,422.0,54.0,368.0,36,46.391
pges-jc,andes,andes.xbif50009_,4,4,10,-1,186,-0.5454687450277539,-472313.9243618239,402.0,36.0,366.0,15,18.553
pges-jc,andes,andes.xbif50009_,4,4,15,-1,165,-0.5449819904071344,-472457.38566645456,354.0,16.0,338.0,11,17.166
pges-jc,andes,andes.xbif50009_,4,4,5,-1,205,-0.5466686027106545,-473472.00516434695,442.0,28.0,414.0,22,23.699
pges-jc,andes,andes.xbif50009_,8,8,10,-1,166,-0.5426034748635038,-472171.28046484484,358.0,12.0,346.0,11,14.972
pges-jc,andes,andes.xbif50009_,8,8,15,-1,173,-0.5424421211947448,-472674.14287144627,370.0,24.0,346.0,9,13.37
pges-jc,andes,andes.xbif50009_,8,8,5,-1,214,-0.5431351389999635,-473042.20332800143,454.0,54.0,400.0,15,18.238
pges-jc,andes,andes.xbif_,16,16,10,-1,165,-0.545555465301433,-472860.47732396907,354.0,18.0,336.0,9,18.258
pges-jc,andes,andes.xbif_,16,16,15,-1,165,-0.5484081478056698,-472707.45729722036,354.0,14.0,340.0,8,16.626
pges-jc,andes,andes.xbif_,16,16,5,-1,176,-0.5449809077894582,-472589.4990864098,376.0,30.0,346.0,11,18.149
pges-jc,andes,andes.xbif_,2,2,10,-1,197,-0.5449829885419609,-473167.44831411645,420.0,48.0,372.0,19,31.052
pges-jc,andes,andes.xbif_,2,2,15,-1,188,-0.5482569056018083,-472880.43149231747,404.0,36.0,368.0,15,27.184
pges-jc,andes,andes.xbif_,2,2,5,-1,275,-0.5463549579033407,-475824.4342427177,596.0,170.0,426.0,38,37.732
pges-jc,andes,andes.xbif_,4,4,10,-1,173,-0.542259950468878,-472559.37152836303,376.0,36.0,340.0,14,22.194
pges-jc,andes,andes.xbif_,4,4,15,-1,182,-0.5463935437176497,-473360.2981072721,390.0,52.0,338.0,12,17.167
pges-jc,andes,andes.xbif_,4,4,5,-1,210,-0.5430461763493416,-474402.4235613182,450.0,66.0,384.0,25,28.422
pges-jc,andes,andes.xbif_,8,8,10,-1,177,-0.5464411903172461,-472615.82076172094,386.0,32.0,354.0,11,14.745
pges-jc,andes,andes.xbif_,8,8,15,-1,209,-0.5442749807328183,-474074.7183253755,454.0,92.0,362.0,9,15.049
pges-jc,andes,andes.xbif_,8,8,5,-1,235,-0.5449084918358106,-474679.5668092542,514.0,122.0,392.0,20,23.717
pges-jc,barley,barley.xbif50001246_,16,16,10,-1,62,0.0,-266138.8164914231,148.0,14.0,134.0,5,3.194
pges-jc,barley,barley.xbif50001246_,16,16,15,-1,55,0.0,-264075.75761160185,134.0,10.0,124.0,4,2.236
pges-jc,barley,barley.xbif50001246_,16,16,5,-1,63,0.0,-265338.5295812063,150.0,20.0,130.0,5,2.364
pges-jc,barley,barley.xbif50001246_,2,2,10,-1,66,0.0,-264721.2996735851,160.0,26.0,134.0,8,5.489
pges-jc,barley,barley.xbif50001246_,2,2,15,-1,55,0.0,-264075.75761160185,134.0,10.0,124.0,7,5.001
pges-jc,barley,barley.xbif50001246_,2,2,5,-1,71,0.0,-267015.6107009363,176.0,14.0,162.0,11,3.476
pges-jc,barley,barley.xbif50001246_,4,4,10,-1,55,0.0,-264075.75761160185,134.0,10.0,124.0,6,4.926
pges-jc,barley,barley.xbif50001246_,4,4,15,-1,61,0.0,-267961.0145154763,148.0,16.0,132.0,5,5.065
pges-jc,barley,barley.xbif50001246_,4,4,5,-1,71,0.0,-267904.4935727555,170.0,24.0,146.0,8,5.353
pges-jc,barley,barley.xbif50001246_,8,8,10,-1,57,0.0,-263854.9862419593,138.0,12.0,126.0,5,3.502
pges-jc,barley,barley.xbif50001246_,8,8,15,-1,57,0.0,-264184.8963746169,138.0,12.0,126.0,4,2.744
pges-jc,barley,barley.xbif50001246_,8,8,5,-1,55,0.0,-264075.75761160185,134.0,10.0,124.0,6,2.262
pges-jc,barley,barley.xbif50001_,16,16,10,-1,56,0.0,-263308.8285332551,136.0,10.0,126.0,5,2.456
pges-jc,barley,barley.xbif50001_,16,16,15,-1,58,0.0,-263361.5201284169,140.0,12.0,128.0,5,2.634
pges-jc,barley,barley.xbif50001_,16,16,5,-1,61,0.0,-264439.000079085,144.0,12.0,132.0,6,2.617
pges-jc,barley,barley.xbif50001_,2,2,10,-1,62,0.0,-265015.7326450041,152.0,8.0,144.0,7,6.828
pges-jc,barley,barley.xbif50001_,2,2,15,-1,56,0.0,-263292.8889218588,136.0,10.0,126.0,7,7.029
pges-jc,barley,barley.xbif50001_,2,2,5,-1,65,0.0,-263933.87012540764,156.0,22.0,134.0,13,14.653
pges-jc,barley,barley.xbif50001_,4,4,10,-1,61,0.0,-264674.6804224349,144.0,14.0,130.0,6,3.235
pges-jc,barley,barley.xbif50001_,4,4,15,-1,56,0.0,-263292.8889218588,136.0,10.0,126.0,5,5.514
pges-jc,barley,barley.xbif50001_,4,4,5,-1,65,0.0,-265435.1894130281,160.0,18.0,142.0,7,4.904
pges-jc,barley,barley.xbif50001_,8,8,10,-1,56,0.0,-263292.8889218588,136.0,10.0,126.0,5,2.645
pges-jc,barley,barley.xbif50001_,8,8,15,-1,58,0.0,-263339.00410768774,140.0,12.0,128.0,5,1.927
pges-jc,barley,barley.xbif50001_,8,8,5,-1,58,0.0,-263533.27640812483,140.0,12.0,128.0,7,2.149
pges-jc,barley,barley.xbif50002_,16,16,10,-1,73,0.0,-269621.1363315178,182.0,20.0,162.0,7,3.275
pges-jc,barley,barley.xbif50002_,16,16,15,-1,55,0.0,-263317.5576567803,134.0,10.0,124.0,4,2.149
pges-jc,barley,barley.xbif50002_,16,16,5,-1,66,0.0,-265803.77113816136,154.0,22.0,132.0,6,2.638
pges-jc,barley,barley.xbif50002_,2,2,10,-1,61,0.0,-265019.7390897319,156.0,8.0,148.0,7,7.145
pges-jc,barley,barley.xbif50002_,2,2,15,-1,55,0.0,-263317.55765678023,134.0,10.0,124.0,7,6.657
pges-jc,barley,barley.xbif50002_,2,2,5,-1,68,0.0,-266255.2244833995,164.0,14.0,150.0,11,5.471
pges-jc,barley,barley.xbif50002_,4,4,10,-1,57,0.0,-263782.1566601755,138.0,12.0,126.0,6,2.302
pges-jc,barley,barley.xbif50002_,4,4,15,-1,55,0.0,-263317.55765678023,134.0,10.0,124.0,5,3.957
pges-jc,barley,barley.xbif50002_,4,4,5,-1,64,0.0,-265688.9400998826,150.0,16.0,134.0,8,5.891
pges-jc,barley,barley.xbif50002_,8,8,10,-1,57,0.0,-263264.6212254413,138.0,12.0,126.0,5,2.86
pges-jc,barley,barley.xbif50002_,8,8,15,-1,55,0.0,-263317.55765678023,134.0,10.0,124.0,5,2.408
pges-jc,barley,barley.xbif50002_,8,8,5,-1,55,0.0,-263317.55765678023,134.0,10.0,124.0,6,2.086
pges-jc,barley,barley.xbif50003_,16,16,10,-1,61,0.0,-264952.5055657268,144.0,14.0,130.0,6,3.93
pges-jc,barley,barley.xbif50003_,16,16,15,-1,55,0.0,-263544.39367777534,134.0,10.0,124.0,4,2.288
pges-jc,barley,barley.xbif50003_,16,16,5,-1,65,0.0,-266110.0247553596,152.0,16.0,136.0,6,2.76
pges-jc,barley,barley.xbif50003_,2,2,10,-1,61,0.0,-265282.11266086577,150.0,8.0,142.0,7,6.834
pges-jc,barley,barley.xbif50003_,2,2,15,-1,55,0.0,-263544.39367777534,134.0,10.0,124.0,7,7.973
pges-jc,barley,barley.xbif50003_,2,2,5,-1,59,0.0,-265584.615628922,150.0,12.0,138.0,12,6.638
pges-jc,barley,barley.xbif50003_,4,4,10,-1,55,0.0,-263544.39367777534,134.0,10.0,124.0,6,7.11
pges-jc,barley,barley.xbif50003_,4,4,15,-1,58,0.0,-267895.94882407144,142.0,10.0,132.0,5,3.124
pges-jc,barley,barley.xbif50003_,4,4,5,-1,65,0.0,-263790.62822851696,158.0,30.0,128.0,9,9.879
pges-jc,barley,barley.xbif50003_,8,8,10,-1,57,0.0,-263523.9470448645,138.0,12.0,126.0,5,2.03
pges-jc,barley,barley.xbif50003_,8,8,15,-1,55,0.0,-263544.39367777534,134.0,10.0,124.0,5,2.112
pges-jc,barley,barley.xbif50003_,8,8,5,-1,57,0.0,-263523.9470448645,138.0,12.0,126.0,7,2.222
pges-jc,barley,barley.xbif50004_,16,16,10,-1,61,0.0,-266145.9223252644,144.0,10.0,134.0,5,2.487
pges-jc,barley,barley.xbif50004_,16,16,15,-1,56,0.0,-265545.130274198,142.0,10.0,132.0,4,2.066
pges-jc,barley,barley.xbif50004_,16,16,5,-1,69,0.0,-270336.9232711797,162.0,20.0,142.0,5,2.194
pges-jc,barley,barley.xbif50004_,2,2,10,-1,64,0.0,-265259.06238174596,158.0,26.0,132.0,8,12.918
pges-jc,barley,barley.xbif50004_,2,2,15,-1,56,0.0,-265545.130274198,142.0,10.0,132.0,6,6.984
pges-jc,barley,barley.xbif50004_,2,2,5,-1,58,0.0,-266462.87534756446,138.0,6.0,132.0,12,7.314
pges-jc,barley,barley.xbif50004_,4,4,10,-1,56,0.0,-265545.130274198,142.0,10.0,132.0,6,3.592
pges-jc,barley,barley.xbif50004_,4,4,15,-1,55,0.0,-265585.53839230514,140.0,8.0,132.0,5,6.639
pges-jc,barley,barley.xbif50004_,4,4,5,-1,62,0.0,-265624.8542228972,154.0,26.0,128.0,8,9.581
pges-jc,barley,barley.xbif50004_,8,8,10,-1,58,0.0,-265474.423498984,146.0,12.0,134.0,5,2.884
pges-jc,barley,barley.xbif50004_,8,8,15,-1,57,0.0,-264478.3748609169,138.0,12.0,126.0,4,2.681
pges-jc,barley,barley.xbif50004_,8,8,5,-1,60,0.0,-266131.20740949083,144.0,14.0,130.0,6,1.958
pges-jc,barley,barley.xbif50005_,16,16,10,-1,69,0.0,-266222.7882151205,174.0,18.0,156.0,5,2.13
pges-jc,barley,barley.xbif50005_,16,16,15,-1,59,0.0,-264973.3440893535,148.0,12.0,136.0,4,2.131
pges-jc,barley,barley.xbif50005_,16,16,5,-1,75,0.0,-269608.9747175239,182.0,30.0,152.0,6,2.39
pges-jc,barley,barley.xbif50005_,2,2,10,-1,59,0.0,-263993.36587785656,140.0,14.0,126.0,8,10.373
pges-jc,barley,barley.xbif50005_,2,2,15,-1,59,0.0,-264972.554916406,148.0,12.0,136.0,6,6.793
pges-jc,barley,barley.xbif50005_,2,2,5,-1,61,0.0,-265084.08196202666,152.0,12.0,140.0,13,7.294
pges-jc,barley,barley.xbif50005_,4,4,10,-1,59,0.0,-264949.1538193348,148.0,12.0,136.0,5,3.303
pges-jc,barley,barley.xbif50005_,4,4,15,-1,62,0.0,-269360.87302673334,156.0,12.0,144.0,4,3.106
pges-jc,barley,barley.xbif50005_,4,4,5,-1,66,0.0,-266502.8340641206,162.0,22.0,140.0,7,4.846
pges-jc,barley,barley.xbif50005_,8,8,10,-1,59,0.0,-264949.1538193348,148.0,12.0,136.0,5,2.185
pges-jc,barley,barley.xbif50005_,8,8,15,-1,68,0.0,-268590.7001026316,168.0,20.0,148.0,6,1.991
pges-jc,barley,barley.xbif50005_,8,8,5,-1,65,0.0,-268737.84021134145,162.0,18.0,144.0,7,2.708
pges-jc,barley,barley.xbif50006_,16,16,10,-1,71,0.0,-266786.74691723956,176.0,24.0,152.0,5,2.29
pges-jc,barley,barley.xbif50006_,16,16,15,-1,55,0.0,-263707.35394213436,134.0,10.0,124.0,5,2.391
pges-jc,barley,barley.xbif50006_,16,16,5,-1,61,0.0,-264764.2174412587,144.0,14.0,130.0,6,2.719
pges-jc,barley,barley.xbif50006_,2,2,10,-1,61,0.0,-263919.5448988008,148.0,18.0,130.0,9,8.932
pges-jc,barley,barley.xbif50006_,2,2,15,-1,57,0.0,-263730.78873705736,138.0,14.0,124.0,7,6.474
pges-jc,barley,barley.xbif50006_,2,2,5,-1,64,0.0,-269424.00784975116,160.0,10.0,150.0,12,6.471
pges-jc,barley,barley.xbif50006_,4,4,10,-1,60,0.0,-264974.9393590042,142.0,14.0,128.0,6,2.643
pges-jc,barley,barley.xbif50006_,4,4,15,-1,58,0.0,-268046.23817400617,142.0,10.0,132.0,5,3.602
pges-jc,barley,barley.xbif50006_,4,4,5,-1,78,0.0,-269363.87544621585,186.0,32.0,154.0,9,3.079
pges-jc,barley,barley.xbif50006_,8,8,10,-1,55,0.0,-263707.35394213436,134.0,10.0,124.0,5,2.657
pges-jc,barley,barley.xbif50006_,8,8,15,-1,61,0.0,-264152.53004930035,146.0,18.0,128.0,6,2.327
pges-jc,barley,barley.xbif50006_,8,8,5,-1,57,0.0,-263810.94291950634,138.0,12.0,126.0,6,2.886
pges-jc,barley,barley.xbif50007_,16,16,10,-1,59,0.0,-264591.5455825809,148.0,12.0,136.0,5,2.309
pges-jc,barley,barley.xbif50007_,16,16,15,-1,56,0.0,-263625.4018465693,136.0,10.0,126.0,5,2.595
pges-jc,barley,barley.xbif50007_,16,16,5,-1,64,0.0,-264508.3603433906,152.0,20.0,132.0,6,2.707
pges-jc,barley,barley.xbif50007_,2,2,10,-1,61,0.0,-265629.90640042134,150.0,10.0,140.0,7,6.529
pges-jc,barley,barley.xbif50007_,2,2,15,-1,59,0.0,-264771.725714935,148.0,10.0,138.0,5,6.644
pges-jc,barley,barley.xbif50007_,2,2,5,-1,59,0.0,-264806.6014646331,148.0,12.0,136.0,10,5.653
pges-jc,barley,barley.xbif50007_,4,4,10,-1,59,0.0,-267964.67579230416,144.0,10.0,134.0,7,5.232
pges-jc,barley,barley.xbif50007_,4,4,15,-1,57,0.0,-264315.1621062161,138.0,12.0,126.0,7,6.684
pges-jc,barley,barley.xbif50007_,4,4,5,-1,63,0.0,-265884.3414175315,148.0,10.0,138.0,10,4.762
pges-jc,barley,barley.xbif50007_,8,8,10,-1,60,0.0,-264199.6105397486,152.0,12.0,140.0,5,2.162
pges-jc,barley,barley.xbif50007_,8,8,15,-1,57,0.0,-263823.11925485375,138.0,10.0,128.0,5,2.049
pges-jc,barley,barley.xbif50007_,8,8,5,-1,59,0.0,-264281.2603367971,142.0,14.0,128.0,6,1.901
pges-jc,barley,barley.xbif50008_,16,16,10,-1,62,0.0,-265603.95562498184,158.0,10.0,148.0,5,2.08
pges-jc,barley,barley.xbif50008_,16,16,15,-1,58,0.0,-263936.14086922386,140.0,12.0,128.0,5,2.297
pges-jc,barley,barley.xbif50008_,16,16,5,-1,74,0.0,-270061.841407845,172.0,22.0,150.0,5,2.428
pges-jc,barley,barley.xbif50008_,2,2,10,-1,61,0.0,-263162.98397168436,150.0,22.0,128.0,9,16.603
pges-jc,barley,barley.xbif50008_,2,2,15,-1,56,0.0,-263986.28313995886,134.0,6.0,128.0,8,8.361
pges-jc,barley,barley.xbif50008_,2,2,5,-1,60,0.0,-265041.98556571483,150.0,12.0,138.0,14,7.279
pges-jc,barley,barley.xbif50008_,4,4,10,-1,56,0.0,-263802.1544173194,136.0,10.0,126.0,7,2.781
pges-jc,barley,barley.xbif50008_,4,4,15,-1,63,0.0,-269393.4986185189,158.0,12.0,146.0,5,4.005
pges-jc,barley,barley.xbif50008_,4,4,5,-1,66,0.0,-265686.0929974968,160.0,28.0,132.0,8,7.332
pges-jc,barley,barley.xbif50008_,8,8,10,-1,58,0.0,-263624.2043463033,140.0,12.0,128.0,6,2.38
pges-jc,barley,barley.xbif50008_,8,8,15,-1,60,0.0,-264738.93747416086,144.0,16.0,128.0,6,2.971
pges-jc,barley,barley.xbif50008_,8,8,5,-1,58,0.0,-263936.14086922386,140.0,12.0,128.0,7,2.945
pges-jc,barley,barley.xbif50009_,16,16,10,-1,56,-1.4023503316265342,-263977.2092141523,136.0,10.0,126.0,5,3.173
pges-jc,barley,barley.xbif50009_,16,16,15,-1,58,-1.397595241728616,-264148.3896817384,140.0,12.0,128.0,4,2.184
pges-jc,barley,barley.xbif50009_,16,16,5,-1,83,-1.348566363440436,-271504.56911351014,190.0,34.0,156.0,6,2.799
pges-jc,barley,barley.xbif50009_,2,2,10,-1,60,-1.332467220632703,-264073.95685222425,146.0,22.0,124.0,9,15.637
pges-jc,barley,barley.xbif50009_,2,2,15,-1,54,-1.309909313397741,-263988.8148364962,132.0,8.0,124.0,7,6.851
pges-jc,barley,barley.xbif50009_,2,2,5,-1,63,-1.3638014373169691,-266375.92218187556,160.0,6.0,154.0,11,6.559
pges-jc,barley,barley.xbif50009_,4,4,10,-1,56,-1.3043598089284034,-263977.2092141523,136.0,10.0,126.0,6,3.877
pges-jc,barley,barley.xbif50009_,4,4,15,-1,56,-1.2985560548338146,-263977.2092141523,136.0,10.0,126.0,5,5.259
pges-jc,barley,barley.xbif50009_,4,4,5,-1,64,-1.2509911848708444,-265484.1445235035,156.0,26.0,130.0,8,8.356
pges-jc,barley,barley.xbif50009_,8,8,10,-1,58,-1.3154732116530232,-263830.2382273484,140.0,12.0,128.0,5,2.381
pges-jc,barley,barley.xbif50009_,8,8,15,-1,61,-1.3153868537760538,-264746.7464935978,148.0,14.0,134.0,5,2.283
pges-jc,barley,barley.xbif50009_,8,8,5,-1,58,-1.3132240513005915,-264097.15583666536,140.0,12.0,128.0,6,2.187
pges-jc,barley,barley.xbif_,16,16,10,-1,59,0.0,-263560.3522204996,142.0,12.0,130.0,5,2.422
pges-jc,barley,barley.xbif_,16,16,15,-1,57,0.0,-263909.8978527088,138.0,10.0,128.0,4,2.196
pges-jc,barley,barley.xbif_,16,16,5,-1,67,0.0,-269160.31914419506,160.0,20.0,140.0,6,2.404
pges-jc,barley,barley.xbif_,2,2,10,-1,68,0.0,-264960.4512454789,178.0,34.0,144.0,8,6.38
pges-jc,barley,barley.xbif_,2,2,15,-1,56,0.0,-263728.5723537628,136.0,10.0,126.0,7,6.839
pges-jc,barley,barley.xbif_,2,2,5,-1,61,0.0,-265301.6701304985,152.0,10.0,142.0,12,7.063
pges-jc,barley,barley.xbif_,4,4,10,-1,56,0.0,-263728.5723537628,136.0,10.0,126.0,6,4.239
pges-jc,barley,barley.xbif_,4,4,15,-1,62,0.0,-267573.84152607294,150.0,16.0,134.0,5,4.097
pges-jc,barley,barley.xbif_,4,4,5,-1,70,0.0,-273896.1642763002,176.0,12.0,164.0,7,4.189
pges-jc,barley,barley.xbif_,8,8,10,-1,57,0.0,-264424.421307781,138.0,12.0,126.0,5,2.301
pges-jc,barley,barley.xbif_,8,8,15,-1,66,0.0,-270650.1709160772,168.0,12.0,156.0,5,1.819
pges-jc,barley,barley.xbif_,8,8,5,-1,67,0.0,-265841.5708773454,160.0,22.0,138.0,6,2.639
pges-jc,child,child.xbif50001246_,16,16,10,-1,7,-0.7139411412605566,-62535.32009254556,14.0,2.0,12.0,4,0.798
pges-jc,child,child.xbif50001246_,16,16,15,-1,7,-0.7139399145744203,-62535.32009254556,14.0,2.0,12.0,4,1.055
pges-jc,child,child.xbif50001246_,16,16,5,-1,7,-0.7139509489068252,-62544.62463745306,14.0,2.0,12.0,5,0.881
pges-jc,child,child.xbif50001246_,2,2,10,-1,3,-0.7585772020706227,-62404.52846412973,6.0,2.0,4.0,6,1.389
pges-jc,child,child.xbif50001246_,2,2,15,-1,3,-0.7585772020706227,-62404.52846412973,6.0,2.0,4.0,6,1.275
pges-jc,child,child.xbif50001246_,2,2,5,-1,3,-0.7544143068575088,-62404.52846412973,6.0,2.0,4.0,8,1.079
pges-jc,child,child.xbif50001246_,4,4,10,-1,7,-0.7686412792786138,-62496.89564641178,14.0,2.0,12.0,5,0.62
pges-jc,child,child.xbif50001246_,4,4,15,-1,3,-0.7191330657527985,-62404.52846412973,6.0,2.0,4.0,5,0.513
pges-jc,child,child.xbif50001246_,4,4,5,-1,7,-0.7686412792786138,-62496.89564641178,14.0,2.0,12.0,6,0.557
pges-jc,child,child.xbif50001246_,8,8,10,-1,7,-0.7191441000852035,-62496.89564641178,14.0,2.0,12.0,5,0.755
pges-jc,child,child.xbif50001246_,8,8,15,-1,7,-0.7191441000852035,-62496.89564641178,14.0,2.0,12.0,4,0.633
pges-jc,child,child.xbif50001246_,8,8,5,-1,7,-0.7686412792786138,-62496.89564641178,14.0,2.0,12.0,5,0.778
pges-jc,child,child.xbif50001_,16,16,10,-1,8,-0.7634126543473411,-61913.52659577206,16.0,2.0,14.0,4,1.001
pges-jc,child,child.xbif50001_,16,16,15,-1,8,-0.7634126543473411,-61913.52659577206,16.0,2.0,14.0,4,0.728
pges-jc,child,child.xbif50001_,16,16,5,-1,4,-0.7139801221264772,-61788.42875912642,8.0,0.0,8.0,5,1.046
pges-jc,child,child.xbif50001_,2,2,10,-1,2,-0.7686119763326864,-61711.13955566878,4.0,0.0,4.0,7,1.212
pges-jc,child,child.xbif50001_,2,2,15,-1,0,-0.7585589334571001,-61663.984923290096,0.0,0.0,0.0,8,1.478
pges-jc,child,child.xbif50001_,2,2,5,-1,0,-0.7544118679775818,-61663.984923290096,0.0,0.0,0.0,10,1.482
pges-jc,child,child.xbif50001_,4,4,10,-1,6,-0.7789693317510642,-61835.583391505104,12.0,0.0,12.0,5,0.895
pges-jc,child,child.xbif50001_,4,4,15,-1,4,-0.7295195943908281,-61788.42875912642,8.0,0.0,8.0,5,1.005
pges-jc,child,child.xbif50001_,4,4,5,-1,6,-0.7589480310692671,-61906.49731339752,12.0,2.0,10.0,6,0.896
pges-jc,child,child.xbif50001_,8,8,10,-1,4,-0.7191732733048555,-61739.64603363168,8.0,0.0,8.0,5,0.796
pges-jc,child,child.xbif50001_,8,8,15,-1,4,-0.7496803848149594,-61739.64603363168,8.0,0.0,8.0,5,0.8
pges-jc,child,child.xbif50001_,8,8,5,-1,4,-0.7686230106650913,-61739.64603363168,8.0,0.0,8.0,6,0.826
